ID	Sex	DR	Vowel	Speaker
DWD0	M	2	aa	DWD0
DWH0	M	5	iy	DWH0
DWH0	M	5	iy	DWH0
DWH0	M	5	iy	DWH0
DWH0	M	5	iy	DWH0
DWH0	M	5	iy	DWH0
DWH0	M	5	iy	DWH0
DWH0	M	5	iy	DWH0
DWH0	M	5	iy	DWH0
DWH0	M	5	iy	DWH0
DWH0	M	5	iy	DWH0
DWH0	M	5	iy	DWH0
DWH0	M	5	iy	DWH0
DWH0	M	5	iy	DWH0
DWH0	M	5	iy	DWH0
DWH0	M	5	iy	DWH0
DWH0	M	5	iy	DWH0
DWH0	M	5	iy	DWH0
DWH0	M	5	iy	DWH0
DWH0	M	5	ae	DWH0
DWH0	M	5	ae	DWH0
DWH0	M	5	ae	DWH0
DWH0	M	5	ae	DWH0
DWH0	M	5	ae	DWH0
DWH0	M	5	ae	DWH0
DWH0	M	5	ae	DWH0
DWH0	M	5	ae	DWH0
DWH0	M	5	ae	DWH0
DWH0	M	5	aa	DWH0
DWH0	M	5	aa	DWH0
DWH0	M	5	aa	DWH0
DWH0	M	5	aa	DWH0
DWK0	M	5	iy	DWK0
DWK0	M	5	iy	DWK0
DWK0	M	5	iy	DWK0
DWK0	M	5	iy	DWK0
DWK0	M	5	iy	DWK0
DWK0	M	5	iy	DWK0
DWK0	M	5	iy	DWK0
DWK0	M	5	iy	DWK0
DWK0	M	5	iy	DWK0
DWK0	M	5	ae	DWK0
DWK0	M	5	ae	DWK0
DWK0	M	5	ae	DWK0
DWK0	M	5	ae	DWK0
DWK0	M	5	ae	DWK0
DWK0	M	5	ae	DWK0
DWK0	M	5	ae	DWK0
DWK0	M	5	ae	DWK0
DWK0	M	5	aa	DWK0
DWK0	M	5	aa	DWK0
DWK0	M	5	aa	DWK0
DWK0	M	5	aa	DWK0
DWK0	M	5	aa	DWK0
DWM0	M	3	iy	DWM0
DWM0	M	3	iy	DWM0
DWM0	M	3	iy	DWM0
DWM0	M	3	iy	DWM0
DWM0	M	3	iy	DWM0
DWM0	M	3	iy	DWM0
DWM0	M	3	iy	DWM0
DWM0	M	3	iy	DWM0
DWM0	M	3	iy	DWM0
DWM0	M	3	iy	DWM0
DWM0	M	3	iy	DWM0
DWM0	M	3	iy	DWM0
DWM0	M	3	iy	DWM0
DWM0	M	3	iy	DWM0
DWM0	M	3	iy	DWM0
DWM0	M	3	iy	DWM0
DWM0	M	3	ae	DWM0
DWM0	M	3	ae	DWM0
DWM0	M	3	ae	DWM0
DWM0	M	3	ae	DWM0
DWM0	M	3	ae	DWM0
DWM0	M	3	ae	DWM0
DWM0	M	3	ae	DWM0
DWM0	M	3	ae	DWM0
DWM0	M	3	aa	DWM0
DWM0	M	3	aa	DWM0
DWM0	M	3	aa	DWM0
DWM0	M	3	aa	DWM0
DWM0	M	3	aa	DWM0
DXW0	F	2	iy	DXW0
DXW0	F	2	iy	DXW0
DXW0	F	2	iy	DXW0
DXW0	F	2	iy	DXW0
DXW0	F	2	iy	DXW0
DXW0	F	2	iy	DXW0
DXW0	F	2	iy	DXW0
DXW0	F	2	iy	DXW0
DXW0	F	2	iy	DXW0
DXW0	F	2	iy	DXW0
DXW0	F	2	iy	DXW0
DXW0	F	2	iy	DXW0
DXW0	F	2	iy	DXW0
DXW0	F	2	iy	DXW0
DXW0	F	2	iy	DXW0
DXW0	F	2	ae	DXW0
DXW0	F	2	ae	DXW0
DXW0	F	2	ae	DXW0
DXW0	F	2	ae	DXW0
DXW0	F	2	ae	DXW0
DXW0	F	2	ae	DXW0
DXW0	F	2	ae	DXW0
DXW0	F	2	aa	DXW0
DXW0	F	2	aa	DXW0
DXW0	F	2	aa	DXW0
DXW0	F	2	aa	DXW0
DXW0	F	2	aa	DXW0
DXW0	F	2	aa	DXW0
EAC0	F	2	iy	EAC0
EAC0	F	2	iy	EAC0
EAC0	F	2	iy	EAC0
EAC0	F	2	iy	EAC0
EAC0	F	2	iy	EAC0
EAC0	F	2	iy	EAC0
EAC0	F	2	iy	EAC0
EAC0	F	2	iy	EAC0
EAC0	F	2	iy	EAC0
EAC0	F	2	iy	EAC0
EAC0	F	2	iy	EAC0
EAC0	F	2	iy	EAC0
EAC0	F	2	iy	EAC0
EAC0	F	2	iy	EAC0
EAC0	F	2	iy	EAC0
EAC0	F	2	iy	EAC0
EAC0	F	2	iy	EAC0
EAC0	F	2	iy	EAC0
EAC0	F	2	iy	EAC0
EAC0	F	2	ae	EAC0
EAC0	F	2	ae	EAC0
EAC0	F	2	ae	EAC0
EAC0	F	2	ae	EAC0
EAC0	F	2	ae	EAC0
EAC0	F	2	ae	EAC0
EAC0	F	2	ae	EAC0
EAC0	F	2	ae	EAC0
EAC0	F	2	ae	EAC0
EAC0	F	2	aa	EAC0
EAC0	F	2	aa	EAC0
EAC0	F	2	aa	EAC0
EAC0	F	2	aa	EAC0
EAC0	F	2	aa	EAC0
EAC0	F	2	aa	EAC0
EAC0	F	2	aa	EAC0
EAL0	M	6	iy	EAL0
EAL0	M	6	iy	EAL0
EAL0	M	6	iy	EAL0
EAL0	M	6	iy	EAL0
EAL0	M	6	iy	EAL0
EAL0	M	6	iy	EAL0
EAL0	M	6	iy	EAL0
EAL0	M	6	iy	EAL0
EAL0	M	6	iy	EAL0
EAL0	M	6	ae	EAL0
EAL0	M	6	ae	EAL0
EAL0	M	6	ae	EAL0
EAL0	M	6	ae	EAL0
EAL0	M	6	ae	EAL0
EAL0	M	6	ae	EAL0
EAL0	M	6	ae	EAL0
EAL0	M	6	aa	EAL0
EAL0	M	6	aa	EAL0
EAL0	M	6	aa	EAL0
EAL0	M	6	aa	EAL0
EAL0	M	6	aa	EAL0
EAR0	F	5	iy	EAR0
EAR0	F	5	iy	EAR0
EAR0	F	5	iy	EAR0
EAR0	F	5	iy	EAR0
EAR0	F	5	iy	EAR0
EAR0	F	5	iy	EAR0
EAR0	F	5	iy	EAR0
EAR0	F	5	iy	EAR0
EAR0	F	5	iy	EAR0
EAR0	F	5	iy	EAR0
EAR0	F	5	iy	EAR0
EAR0	F	5	iy	EAR0
EAR0	F	5	iy	EAR0
EAR0	F	5	iy	EAR0
EAR0	F	5	iy	EAR0
EAR0	F	5	iy	EAR0
EAR0	F	5	iy	EAR0
EAR0	F	5	iy	EAR0
EAR0	F	5	iy	EAR0
EAR0	F	5	ae	EAR0
EAR0	F	5	ae	EAR0
EAR0	F	5	ae	EAR0
EAR0	F	5	ae	EAR0
EAR0	F	5	ae	EAR0
EAR0	F	5	ae	EAR0
EAR0	F	5	ae	EAR0
EAR0	F	5	ae	EAR0
EAR0	F	5	aa	EAR0
EAR0	F	5	aa	EAR0
ECD0	F	1	iy	ECD0
ECD0	F	1	iy	ECD0
ECD0	F	1	iy	ECD0
ECD0	F	1	iy	ECD0
ECD0	F	1	iy	ECD0
ECD0	F	1	iy	ECD0
ECD0	F	1	iy	ECD0
ECD0	F	1	iy	ECD0
ECD0	F	1	iy	ECD0
ECD0	F	1	iy	ECD0
ECD0	F	1	iy	ECD0
ECD0	F	1	iy	ECD0
ECD0	F	1	ae	ECD0
ECD0	F	1	ae	ECD0
ECD0	F	1	ae	ECD0
ECD0	F	1	ae	ECD0
ECD0	F	1	ae	ECD0
ECD0	F	1	ae	ECD0
ECD0	F	1	ae	ECD0
ECD0	F	1	ae	ECD0
ECD0	F	1	ae	ECD0
ECD0	F	1	ae	ECD0
ECD0	F	1	ae	ECD0
ECD0	F	1	ae	ECD0
ECD0	F	1	ae	ECD0
ECD0	F	1	aa	ECD0
ECD0	F	1	aa	ECD0
ECD0	F	1	aa	ECD0
ECD0	F	1	aa	ECD0
EDR0	M	1	iy	EDR0
EDR0	M	1	iy	EDR0
EDR0	M	1	iy	EDR0
EDR0	M	1	iy	EDR0
EDR0	M	1	iy	EDR0
EDR0	M	1	iy	EDR0
EDR0	M	1	iy	EDR0
EDR0	M	1	iy	EDR0
EDR0	M	1	iy	EDR0
EDR0	M	1	iy	EDR0
EDR0	M	1	iy	EDR0
EDR0	M	1	iy	EDR0
EDR0	M	1	iy	EDR0
EDR0	M	1	iy	EDR0
EDR0	M	1	ae	EDR0
EDR0	M	1	ae	EDR0
EDR0	M	1	ae	EDR0
EDR0	M	1	ae	EDR0
EDR0	M	1	ae	EDR0
EDR0	M	1	ae	EDR0
EDR0	M	1	ae	EDR0
EDR0	M	1	ae	EDR0
EDR0	M	1	ae	EDR0
EDR0	M	1	aa	EDR0
EDR0	M	1	aa	EDR0
EDR0	M	1	aa	EDR0
EDR0	M	1	aa	EDR0
EDR0	M	1	aa	EDR0
EDW0	F	4	iy	EDW0
EDW0	F	4	iy	EDW0
EDW0	F	4	iy	EDW0
EDW0	F	4	iy	EDW0
EDW0	F	4	iy	EDW0
EDW0	F	4	iy	EDW0
EDW0	F	4	iy	EDW0
EDW0	F	4	iy	EDW0
EDW0	F	4	iy	EDW0
EDW0	F	4	iy	EDW0
EDW0	F	4	iy	EDW0
EDW0	F	4	iy	EDW0
EDW0	F	4	iy	EDW0
EDW0	F	4	iy	EDW0
EDW0	F	4	iy	EDW0
EDW0	F	4	iy	EDW0
EDW0	F	4	iy	EDW0
EDW0	F	4	iy	EDW0
EDW0	F	4	iy	EDW0
EDW0	F	4	iy	EDW0
EDW0	F	4	ae	EDW0
EDW0	F	4	ae	EDW0
EDW0	F	4	ae	EDW0
EDW0	F	4	ae	EDW0
EDW0	F	4	ae	EDW0
EDW0	F	4	ae	EDW0
EDW0	F	4	aa	EDW0
EDW0	F	4	aa	EDW0
EDW0	F	4	aa	EDW0
EEH0	F	4	iy	EEH0
EEH0	F	4	iy	EEH0
EEH0	F	4	iy	EEH0
EEH0	F	4	iy	EEH0
EEH0	F	4	iy	EEH0
EEH0	F	4	iy	EEH0
EEH0	F	4	iy	EEH0
EEH0	F	4	iy	EEH0
EEH0	F	4	iy	EEH0
EEH0	F	4	iy	EEH0
EEH0	F	4	iy	EEH0
EEH0	F	4	iy	EEH0
EEH0	F	4	iy	EEH0
EEH0	F	4	iy	EEH0
EEH0	F	4	iy	EEH0
EEH0	F	4	iy	EEH0
EEH0	F	4	iy	EEH0
EEH0	F	4	iy	EEH0
EEH0	F	4	iy	EEH0
EEH0	F	4	ae	EEH0
EEH0	F	4	ae	EEH0
EEH0	F	4	ae	EEH0
EEH0	F	4	ae	EEH0
EEH0	F	4	ae	EEH0
EEH0	F	4	ae	EEH0
EEH0	F	4	ae	EEH0
EEH0	F	4	aa	EEH0
EEH0	F	4	aa	EEH0
EEH0	F	4	aa	EEH0
EEH0	F	4	aa	EEH0
EEH0	F	4	aa	EEH0
EEH0	F	4	aa	EEH0
EEH0	F	4	aa	EEH0
EEH0	F	4	aa	EEH0
EEH0	F	4	aa	EEH0
EEH0	F	4	aa	EEH0
EFG0	M	2	iy	EFG0
EFG0	M	2	iy	EFG0
EFG0	M	2	iy	EFG0
EFG0	M	2	iy	EFG0
EFG0	M	2	iy	EFG0
EFG0	M	2	iy	EFG0
EFG0	M	2	iy	EFG0
EFG0	M	2	iy	EFG0
EFG0	M	2	iy	EFG0
EFG0	M	2	iy	EFG0
EFG0	M	2	iy	EFG0
EFG0	M	2	iy	EFG0
EFG0	M	2	iy	EFG0
EFG0	M	2	ae	EFG0
EFG0	M	2	ae	EFG0
EFG0	M	2	ae	EFG0
EFG0	M	2	ae	EFG0
EFG0	M	2	ae	EFG0
EFG0	M	2	ae	EFG0
EFG0	M	2	ae	EFG0
EFG0	M	2	ae	EFG0
EFG0	M	2	ae	EFG0
EFG0	M	2	aa	EFG0
EFG0	M	2	aa	EFG0
EFG0	M	2	aa	EFG0
EFG0	M	2	aa	EFG0
EGJ0	M	5	iy	EGJ0
EGJ0	M	5	iy	EGJ0
EGJ0	M	5	iy	EGJ0
EGJ0	M	5	iy	EGJ0
EGJ0	M	5	iy	EGJ0
EGJ0	M	5	iy	EGJ0
EGJ0	M	5	iy	EGJ0
EGJ0	M	5	iy	EGJ0
EGJ0	M	5	iy	EGJ0
EGJ0	M	5	iy	EGJ0
EGJ0	M	5	iy	EGJ0
EGJ0	M	5	iy	EGJ0
EGJ0	M	5	iy	EGJ0
EGJ0	M	5	iy	EGJ0
EGJ0	M	5	iy	EGJ0
EGJ0	M	5	iy	EGJ0
EGJ0	M	5	iy	EGJ0
EGJ0	M	5	iy	EGJ0
EGJ0	M	5	iy	EGJ0
EGJ0	M	5	iy	EGJ0
EGJ0	M	5	ae	EGJ0
EGJ0	M	5	ae	EGJ0
EGJ0	M	5	ae	EGJ0
EGJ0	M	5	ae	EGJ0
EGJ0	M	5	ae	EGJ0
EGJ0	M	5	ae	EGJ0
EGJ0	M	5	ae	EGJ0
EGJ0	M	5	ae	EGJ0
EGJ0	M	5	aa	EGJ0
EGJ0	M	5	aa	EGJ0
EGJ0	M	5	aa	EGJ0
EGJ0	M	5	aa	EGJ0
EGJ0	M	5	aa	EGJ0
EGJ0	M	5	aa	EGJ0
EJL0	M	6	iy	EJL0
EJL0	M	6	iy	EJL0
EJL0	M	6	iy	EJL0
EJL0	M	6	iy	EJL0
EJL0	M	6	iy	EJL0
EJL0	M	6	iy	EJL0
EJL0	M	6	iy	EJL0
EJL0	M	6	iy	EJL0
EJL0	M	6	iy	EJL0
EJL0	M	6	iy	EJL0
EJL0	M	6	iy	EJL0
EJL0	M	6	iy	EJL0
EJL0	M	6	iy	EJL0
EJL0	M	6	iy	EJL0
EJL0	M	6	iy	EJL0
EJL0	M	6	iy	EJL0
EJL0	M	6	iy	EJL0
EJL0	M	6	iy	EJL0
EJL0	M	6	iy	EJL0
EJL0	M	6	iy	EJL0
EJL0	M	6	ae	EJL0
EJL0	M	6	ae	EJL0
EJL0	M	6	ae	EJL0
EJL0	M	6	ae	EJL0
EJL0	M	6	ae	EJL0
EJL0	M	6	ae	EJL0
EJL0	M	6	ae	EJL0
EJL0	M	6	ae	EJL0
EJL0	M	6	ae	EJL0
EJL0	M	6	aa	EJL0
EJL0	M	6	aa	EJL0
EJL0	M	6	aa	EJL0
EJL0	M	6	aa	EJL0
EJL0	M	6	aa	EJL0
EJS0	M	8	iy	EJS0
EJS0	M	8	iy	EJS0
EJS0	M	8	iy	EJS0
EJS0	M	8	iy	EJS0
EJS0	M	8	iy	EJS0
EJS0	M	8	iy	EJS0
EJS0	M	8	iy	EJS0
EJS0	M	8	iy	EJS0
EJS0	M	8	iy	EJS0
EJS0	M	8	iy	EJS0
EJS0	M	8	iy	EJS0
EJS0	M	8	iy	EJS0
EJS0	M	8	iy	EJS0
EJS0	M	8	iy	EJS0
EJS0	M	8	iy	EJS0
EJS0	M	8	iy	EJS0
EJS0	M	8	iy	EJS0
EJS0	M	8	ae	EJS0
EJS0	M	8	ae	EJS0
EJS0	M	8	ae	EJS0
EJS0	M	8	ae	EJS0
EJS0	M	8	ae	EJS0
EJS0	M	8	ae	EJS0
EJS0	M	8	ae	EJS0
EJS0	M	8	ae	EJS0
EJS0	M	8	ae	EJS0
EJS0	M	8	aa	EJS0
EJS0	M	8	aa	EJS0
EJS0	M	8	aa	EJS0
EJS0	M	8	aa	EJS0
EJS0	M	8	aa	EJS0
ELC0	F	1	iy	ELC0
ELC0	F	1	iy	ELC0
ELC0	F	1	iy	ELC0
ELC0	F	1	iy	ELC0
ELC0	F	1	iy	ELC0
ELC0	F	1	iy	ELC0
ELC0	F	1	iy	ELC0
ELC0	F	1	iy	ELC0
ELC0	F	1	iy	ELC0
ELC0	F	1	iy	ELC0
ELC0	F	1	iy	ELC0
ELC0	F	1	iy	ELC0
ELC0	F	1	iy	ELC0
ELC0	F	1	iy	ELC0
ELC0	F	1	iy	ELC0
ELC0	F	1	iy	ELC0
ELC0	F	1	ae	ELC0
ELC0	F	1	ae	ELC0
ELC0	F	1	ae	ELC0
ELC0	F	1	ae	ELC0
ELC0	F	1	ae	ELC0
ELC0	F	1	ae	ELC0
ELC0	F	1	ae	ELC0
ELC0	F	1	aa	ELC0
ELC0	F	1	aa	ELC0
ELC0	F	1	aa	ELC0
ELC0	F	1	aa	ELC0
ELC0	F	1	aa	ELC0
ELC0	F	1	aa	ELC0
ELC0	F	1	aa	ELC0
ELC0	F	1	aa	ELC0
EME0	F	3	iy	EME0
EME0	F	3	iy	EME0
EME0	F	3	iy	EME0
EME0	F	3	iy	EME0
EME0	F	3	iy	EME0
EME0	F	3	iy	EME0
EME0	F	3	iy	EME0
EME0	F	3	iy	EME0
EME0	F	3	iy	EME0
EME0	F	3	iy	EME0
EME0	F	3	iy	EME0
EME0	F	3	iy	EME0
EME0	F	3	iy	EME0
EME0	F	3	iy	EME0
EME0	F	3	iy	EME0
EME0	F	3	iy	EME0
EME0	F	3	iy	EME0
EME0	F	3	ae	EME0
EME0	F	3	ae	EME0
EME0	F	3	ae	EME0
EME0	F	3	ae	EME0
EME0	F	3	ae	EME0
EME0	F	3	ae	EME0
EME0	F	3	ae	EME0
EME0	F	3	aa	EME0
EME0	F	3	aa	EME0
EME0	F	3	aa	EME0
EME0	F	3	aa	EME0
EME0	F	3	aa	EME0
ERS0	M	7	iy	ERS0
ERS0	M	7	iy	ERS0
ERS0	M	7	iy	ERS0
ERS0	M	7	iy	ERS0
ERS0	M	7	iy	ERS0
ERS0	M	7	iy	ERS0
ERS0	M	7	iy	ERS0
ERS0	M	7	iy	ERS0
ERS0	M	7	iy	ERS0
ERS0	M	7	ae	ERS0
ERS0	M	7	ae	ERS0
ERS0	M	7	ae	ERS0
ERS0	M	7	ae	ERS0
ERS0	M	7	ae	ERS0
ERS0	M	7	ae	ERS0
ERS0	M	7	ae	ERS0
ERS0	M	7	ae	ERS0
ERS0	M	7	ae	ERS0
ERS0	M	7	ae	ERS0
ERS0	M	7	aa	ERS0
ERS0	M	7	aa	ERS0
ERS0	M	7	aa	ERS0
ERS0	M	7	aa	ERS0
ERS0	M	7	aa	ERS0
ESD0	M	6	iy	ESD0
ESD0	M	6	iy	ESD0
ESD0	M	6	iy	ESD0
ESD0	M	6	iy	ESD0
ESD0	M	6	iy	ESD0
ESD0	M	6	iy	ESD0
ESD0	M	6	iy	ESD0
ESD0	M	6	iy	ESD0
ESD0	M	6	iy	ESD0
ESD0	M	6	iy	ESD0
ESD0	M	6	iy	ESD0
ESD0	M	6	iy	ESD0
ESD0	M	6	iy	ESD0
ESD0	M	6	ae	ESD0
ESD0	M	6	ae	ESD0
ESD0	M	6	ae	ESD0
ESD0	M	6	ae	ESD0
ESD0	M	6	ae	ESD0
ESD0	M	6	ae	ESD0
ESD0	M	6	ae	ESD0
ESD0	M	6	ae	ESD0
ESD0	M	6	ae	ESD0
ESD0	M	6	ae	ESD0
ESD0	M	6	ae	ESD0
ESD0	M	6	ae	ESD0
ESD0	M	6	ae	ESD0
ESD0	M	6	aa	ESD0
ESD0	M	6	aa	ESD0
ESD0	M	6	aa	ESD0
ESD0	M	6	aa	ESD0
ESD0	M	6	aa	ESD0
ESD0	M	6	aa	ESD0
ESG0	M	4	iy	ESG0
ESG0	M	4	iy	ESG0
ESG0	M	4	iy	ESG0
ESG0	M	4	iy	ESG0
ESG0	M	4	iy	ESG0
ESG0	M	4	iy	ESG0
ESG0	M	4	iy	ESG0
ESG0	M	4	iy	ESG0
ESG0	M	4	iy	ESG0
ESG0	M	4	iy	ESG0
ESG0	M	4	iy	ESG0
ESG0	M	4	iy	ESG0
ESG0	M	4	iy	ESG0
ESG0	M	4	ae	ESG0
ESG0	M	4	ae	ESG0
ESG0	M	4	ae	ESG0
ESG0	M	4	aa	ESG0
ESG0	M	4	aa	ESG0
ESG0	M	4	aa	ESG0
ESG0	M	4	aa	ESG0
ESG0	M	4	aa	ESG0
ESJ0	M	6	iy	ESJ0
ESJ0	M	6	iy	ESJ0
ESJ0	M	6	iy	ESJ0
ESJ0	M	6	iy	ESJ0
ESJ0	M	6	iy	ESJ0
ESJ0	M	6	iy	ESJ0
ESJ0	M	6	iy	ESJ0
ESJ0	M	6	iy	ESJ0
ESJ0	M	6	iy	ESJ0
ESJ0	M	6	iy	ESJ0
ESJ0	M	6	ae	ESJ0
ESJ0	M	6	ae	ESJ0
ESJ0	M	6	ae	ESJ0
ESJ0	M	6	ae	ESJ0
ESJ0	M	6	ae	ESJ0
ESJ0	M	6	ae	ESJ0
ESJ0	M	6	aa	ESJ0
ESJ0	M	6	aa	ESJ0
ESJ0	M	6	aa	ESJ0
ESJ0	M	6	aa	ESJ0
ESJ0	M	6	aa	ESJ0
ESJ0	M	6	aa	ESJ0
ESJ0	M	6	aa	ESJ0
ETB0	F	1	iy	ETB0
ETB0	F	1	iy	ETB0
ETB0	F	1	iy	ETB0
ETB0	F	1	iy	ETB0
ETB0	F	1	iy	ETB0
ETB0	F	1	iy	ETB0
ETB0	F	1	iy	ETB0
ETB0	F	1	ae	ETB0
ETB0	F	1	ae	ETB0
ETB0	F	1	ae	ETB0
ETB0	F	1	ae	ETB0
ETB0	F	1	ae	ETB0
ETB0	F	1	ae	ETB0
ETB0	F	1	ae	ETB0
ETB0	F	1	ae	ETB0
ETB0	F	1	ae	ETB0
ETB0	F	1	ae	ETB0
ETB0	F	1	ae	ETB0
ETB0	F	1	aa	ETB0
ETB0	F	1	aa	ETB0
ETB0	F	1	aa	ETB0
ETB0	F	1	aa	ETB0
ETB0	F	1	aa	ETB0
ETB0	F	1	aa	ETB0
EWM0	M	5	iy	EWM0
EWM0	M	5	iy	EWM0
EWM0	M	5	iy	EWM0
EWM0	M	5	iy	EWM0
EWM0	M	5	iy	EWM0
EWM0	M	5	iy	EWM0
EWM0	M	5	iy	EWM0
EWM0	M	5	iy	EWM0
EWM0	M	5	iy	EWM0
EWM0	M	5	iy	EWM0
EWM0	M	5	iy	EWM0
EWM0	M	5	iy	EWM0
EWM0	M	5	iy	EWM0
EWM0	M	5	iy	EWM0
EWM0	M	5	ae	EWM0
EWM0	M	5	ae	EWM0
EWM0	M	5	ae	EWM0
EWM0	M	5	ae	EWM0
EWM0	M	5	ae	EWM0
EWM0	M	5	ae	EWM0
EWM0	M	5	ae	EWM0
EWM0	M	5	ae	EWM0
EWM0	M	5	aa	EWM0
EWM0	M	5	aa	EWM0
EWM0	M	5	aa	EWM0
EWM0	M	5	aa	EWM0
EWM0	M	5	aa	EWM0
EXM0	F	5	iy	EXM0
EXM0	F	5	iy	EXM0
EXM0	F	5	iy	EXM0
EXM0	F	5	iy	EXM0
EXM0	F	5	iy	EXM0
EXM0	F	5	iy	EXM0
EXM0	F	5	iy	EXM0
EXM0	F	5	iy	EXM0
EXM0	F	5	iy	EXM0
EXM0	F	5	iy	EXM0
EXM0	F	5	iy	EXM0
EXM0	F	5	iy	EXM0
EXM0	F	5	iy	EXM0
EXM0	F	5	ae	EXM0
EXM0	F	5	ae	EXM0
EXM0	F	5	ae	EXM0
EXM0	F	5	ae	EXM0
EXM0	F	5	ae	EXM0
EXM0	F	5	ae	EXM0
EXM0	F	5	ae	EXM0
EXM0	F	5	ae	EXM0
EXM0	F	5	ae	EXM0
EXM0	F	5	aa	EXM0
EXM0	F	5	aa	EXM0
EXM0	F	5	aa	EXM0
EXM0	F	5	aa	EXM0
EXM0	F	5	aa	EXM0
EXM0	F	5	aa	EXM0
FER0	M	5	iy	FER0
FER0	M	5	iy	FER0
FER0	M	5	iy	FER0
FER0	M	5	iy	FER0
FER0	M	5	iy	FER0
FER0	M	5	iy	FER0
FER0	M	5	iy	FER0
FER0	M	5	iy	FER0
FER0	M	5	iy	FER0
FER0	M	5	iy	FER0
FER0	M	5	iy	FER0
FER0	M	5	iy	FER0
FER0	M	5	iy	FER0
FER0	M	5	iy	FER0
FER0	M	5	ae	FER0
FER0	M	5	ae	FER0
FER0	M	5	ae	FER0
FER0	M	5	ae	FER0
FER0	M	5	ae	FER0
FER0	M	5	ae	FER0
FER0	M	5	ae	FER0
FER0	M	5	ae	FER0
FER0	M	5	aa	FER0
FER0	M	5	aa	FER0
FER0	M	5	aa	FER0
FER0	M	5	aa	FER0
FGK0	M	5	iy	FGK0
FGK0	M	5	iy	FGK0
FGK0	M	5	iy	FGK0
FGK0	M	5	iy	FGK0
FGK0	M	5	iy	FGK0
FGK0	M	5	iy	FGK0
FGK0	M	5	iy	FGK0
FGK0	M	5	iy	FGK0
FGK0	M	5	iy	FGK0
FGK0	M	5	iy	FGK0
FGK0	M	5	iy	FGK0
FGK0	M	5	iy	FGK0
FGK0	M	5	iy	FGK0
FGK0	M	5	iy	FGK0
FGK0	M	5	iy	FGK0
FGK0	M	5	iy	FGK0
FGK0	M	5	ae	FGK0
FGK0	M	5	ae	FGK0
FGK0	M	5	ae	FGK0
FGK0	M	5	ae	FGK0
FGK0	M	5	ae	FGK0
FGK0	M	5	ae	FGK0
FGK0	M	5	ae	FGK0
FGK0	M	5	ae	FGK0
FGK0	M	5	aa	FGK0
FGK0	M	5	aa	FGK0
FGK0	M	5	aa	FGK0
FGK0	M	5	aa	FGK0
FMC0	M	3	iy	FMC0
FMC0	M	3	iy	FMC0
FMC0	M	3	iy	FMC0
FMC0	M	3	iy	FMC0
FMC0	M	3	iy	FMC0
FMC0	M	3	iy	FMC0
FMC0	M	3	iy	FMC0
FMC0	M	3	iy	FMC0
FMC0	M	3	iy	FMC0
FMC0	M	3	iy	FMC0
FMC0	M	3	ae	FMC0
FMC0	M	3	ae	FMC0
FMC0	M	3	ae	FMC0
FMC0	M	3	ae	FMC0
FMC0	M	3	ae	FMC0
FMC0	M	3	ae	FMC0
FMC0	M	3	ae	FMC0
FMC0	M	3	ae	FMC0
FMC0	M	3	ae	FMC0
FMC0	M	3	ae	FMC0
FMC0	M	3	ae	FMC0
FMC0	M	3	ae	FMC0
FMC0	M	3	ae	FMC0
FMC0	M	3	ae	FMC0
FMC0	M	3	aa	FMC0
FMC0	M	3	aa	FMC0
FMC0	M	3	aa	FMC0
FMC0	M	3	aa	FMC0
FMC0	M	3	aa	FMC0
FMC0	M	3	aa	FMC0
FRM0	M	4	iy	FRM0
FRM0	M	4	iy	FRM0
FRM0	M	4	iy	FRM0
FRM0	M	4	iy	FRM0
FRM0	M	4	iy	FRM0
FRM0	M	4	iy	FRM0
FRM0	M	4	iy	FRM0
FRM0	M	4	iy	FRM0
FRM0	M	4	iy	FRM0
FRM0	M	4	iy	FRM0
FRM0	M	4	iy	FRM0
FRM0	M	4	ae	FRM0
FRM0	M	4	ae	FRM0
FRM0	M	4	ae	FRM0
FRM0	M	4	ae	FRM0
FRM0	M	4	ae	FRM0
FRM0	M	4	ae	FRM0
FRM0	M	4	ae	FRM0
FRM0	M	4	ae	FRM0
FRM0	M	4	ae	FRM0
FRM0	M	4	aa	FRM0
FRM0	M	4	aa	FRM0
FRM0	M	4	aa	FRM0
FRM0	M	4	aa	FRM0
FRM0	M	4	aa	FRM0
FRM0	M	4	aa	FRM0
FRM0	M	4	aa	FRM0
FWK0	M	4	iy	FWK0
FWK0	M	4	iy	FWK0
FWK0	M	4	iy	FWK0
FWK0	M	4	iy	FWK0
FWK0	M	4	iy	FWK0
FWK0	M	4	iy	FWK0
FWK0	M	4	iy	FWK0
FWK0	M	4	iy	FWK0
FWK0	M	4	iy	FWK0
FWK0	M	4	iy	FWK0
FWK0	M	4	iy	FWK0
FWK0	M	4	iy	FWK0
FWK0	M	4	iy	FWK0
FWK0	M	4	iy	FWK0
FWK0	M	4	iy	FWK0
FWK0	M	4	iy	FWK0
FWK0	M	4	iy	FWK0
FWK0	M	4	iy	FWK0
FWK0	M	4	iy	FWK0
FWK0	M	4	iy	FWK0
FWK0	M	4	iy	FWK0
FWK0	M	4	iy	FWK0
FWK0	M	4	ae	FWK0
FWK0	M	4	ae	FWK0
FWK0	M	4	ae	FWK0
FWK0	M	4	ae	FWK0
FWK0	M	4	ae	FWK0
FWK0	M	4	ae	FWK0
FWK0	M	4	ae	FWK0
